"日期","时间","股票代码","股票名称","买/卖","数量","成交价","总成本","交易佣金"
"","09:30","300188.SZA","美亚柏科","买入","14300","25.04","358072.022","107.42"
"","15:00","600586.SHA","金晶科技","卖出","93600","4.61","-431495.9","560.94"
"","15:00","300850.SZA","新强联","卖出","3600","109.32","-393551.964","511.62"
"","15:00","300333.SZA","兆日科技","卖出","29600","12.91","-382135.999","496.78"
"","15:00","300890.SZA","翔丰华","卖出","5900","69.2","-408279.964","530.76"
"","15:00","300019.SZA","硅宝科技","卖出","25400","20.3","-515620.022","670.31"
"2020-11-12","09:30","600586.SHA","金晶科技","买入","93600","4.48","419328.06","125.8"
"","09:30","300850.SZA","新强联","买入","3600","115.78","416808.02","125.04"
"","09:30","300333.SZA","兆日科技","买入","29600","14.32","423872.029","127.16"
"","09:30","300890.SZA","翔丰华","买入","5900","70.01","413059.028","123.92"
"","09:30","300019.SZA","硅宝科技","买入","25400","16.4","416560.05","124.97"
"","15:00","300623.SZA","捷捷微电","卖出","6500","55.95","-363675.029","472.78"
"","15:00","603290.SHA","斯达半导","卖出","1500","217","-325499.958","423.15"
"","15:00","300821.SZA","东岳硅材","卖出","26300","15.62","-410806.045","534.05"
"","15:00","300565.SZA","科信技术","卖出","16400","17.24","-282735.982","367.56"
"","15:00","300092.SZA","科新机电","卖出","26500","13.1","-347149.94","451.29"
"2020-11-11","09:30","300623.SZA","捷捷微电","买入","6500","52.28","339820.017","101.95"
"","09:30","603290.SHA","斯达半导","买入","1500","234.5","351749.984","105.52"
"","09:30","300821.SZA","东岳硅材","买入","26300","13.25","348475.027","104.54"
"","09:30","300565.SZA","科信技术","买入","16400","19.23","315371.998","94.61"
"","09:30","300092.SZA","科新机电","买入","26500","13.02","345030.006","103.51"
"","15:00","002600.SZA","领益智造","卖出","29900","13.37","-399762.991","519.69"
"","15:00","002194.SZA","武汉凡谷","卖出","23700","17.93","-424940.935","552.42"
"","15:00","600486.SHA","扬农化工","卖出","4300","103.02","-442985.952","575.88"
"","15:00","300271.SZA","华宇软件","卖出","16400","24.61","-403603.573","524.68"
"","15:00","300333.SZA","兆日科技","卖出","30000","14.3","-428999.998","557.7"
"2020-11-10","09:30","002600.SZA","领益智造","买入","29900","14.01","418898.986","125.67"
"","09:30","002194.SZA","武汉凡谷","买入","23700","17.48","414276.033","124.28"
"","09:30","600486.SHA","扬农化工","买入","4300","100","430000.028","129"
"","09:30","300271.SZA","华宇软件","买入","16400","25.18","412952.076","123.89"
"","09:30","300333.SZA","兆日科技","买入","30000","14.93","447900.012","134.37"
"","15:00","000762.SZA","西藏矿业","卖出","33400","11.56","-386103.984","501.94"
"","15:00","300809.SZA","华辰装备","卖出","13400","25.9","-347059.993","451.18"
"","15:00","300547.SZA","川环科技","卖出","26200","13.21","-346101.965","449.93"
"","15:00","300230.SZA","永利股份","卖出","53500","6.35","-339724.958","441.64"
"","15:00","002625.SZA","光启技术","卖出","16200","22.15","-358829.985","466.48"
"2020-11-09","09:30","000762.SZA","西藏矿业","买入","33400","11.1","370740.037","111.22"
"","09:30","300809.SZA","华辰装备","买入","13400","27.44","367696.046","110.31"
"","09:30","300547.SZA","川环科技","买入","26200","13.65","357630.023","107.29"
"","09:30","300230.SZA","永利股份","买入","53500","6.91","369685.048","110.91"
"","09:30","002625.SZA","光启技术","买入","16200","22.18","359316.009","107.79"
"","15:00","000589.SZA","贵州轮胎","卖出","59200","6.93","-410255.915","533.33"
"","15:00","300828.SZA","锐新科技","卖出","9400","40.65","-382109.94","496.74"
"","15:00","600109.SHA","国金证券","卖出","25900","18.47","-478372.982","621.88"
"","15:00","300890.SZA","翔丰华","卖出","6300","66.69","-420146.995","546.19"
"","15:00","300718.SZA","长盛轴承","卖出","17900","23.66","-423513.927","550.57"
"2020-11-06","09:30","000589.SZA","贵州轮胎","买入","59200","7.22","427424.047","128.23"
"","09:30","300828.SZA","锐新科技","买入","9400","42.8","402320.013","120.7"
"","09:30","600109.SHA","国金证券","买入","25900","16.5","427350","128.21"
"","09:30","300890.SZA","翔丰华","买入","6300","71.03","447489.005","134.25"
"","09:30","300718.SZA","长盛轴承","买入","17900","23.9","427810.036","128.34"
"","15:00","300820.SZA","英杰电气","卖出","5400","64.75","-349649.961","454.54"
"","15:00","300830.SZA","金现代","卖出","20200","16.68","-336935.972","438.02"
"","15:00","002407.SZA","多氟多","卖出","24200","15.72","-380424.025","494.55"
"","15:00","300835.SZA","龙磁科技","卖出","5800","64.85","-376129.956","488.97"
"","15:00","300230.SZA","永利股份","卖出","55100","6.81","-375230.977","487.8"
"2020-11-05","09:30","300820.SZA","英杰电气","买入","5400","69.93","377622.018","113.29"
"","09:30","300830.SZA","金现代","买入","20200","18.01","363802.031","109.14"
"","09:30","002407.SZA","多氟多","买入","24200","15.65","378730.018","113.62"
"","09:30","300835.SZA","龙磁科技","买入","5800","61.66","357628.081","107.29"
"","09:30","300230.SZA","永利股份","买入","55100","6.63","365312.993","109.59"
"","15:00","300491.SZA","通合科技","卖出","17400","27.9","-485460.015","631.1"
"","15:00","600559.SHA","老白干酒","卖出","29000","15.54","-450659.998","585.86"
"","15:00","300611.SZA","美力科技","卖出","25800","14.53","-374873.911","487.34"
"","15:00","300370.SZA","安控科技","卖出","103000","3.91","-402729.976","523.55"
"","15:00","300435.SZA","中泰股份","卖出","23300","17.19","-400526.961","520.69"
"2020-11-04","09:30","300491.SZA","通合科技","买入","17400","22.88","398112.03","119.43"
"","09:30","600559.SHA","老白干酒","买入","29000","14.1","408899.99","122.67"
"","09:30","300611.SZA","美力科技","买入","25800","15.7","405060.02","121.52"
"","09:30","300370.SZA","安控科技","买入","103000","3.8","391400.009","117.42"
"","09:30","300435.SZA","中泰股份","买入","23300","17.65","411245.013","123.37"
"","15:00","300819.SZA","聚杰微纤","卖出","7900","44.08","-348231.981","452.7"
"","15:00","300333.SZA","兆日科技","卖出","29400","13.02","-382787.984","497.62"
"","15:00","300469.SZA","信息发展","卖出","21200","17.82","-377783.974","491.12"
"","15:00","300269.SZA","联建光电","卖出","57500","6.41","-368574.985","479.15"
"","15:00","300700.SZA","岱勒新材","卖出","14500","26.42","-383089.967","498.02"
"2020-11-03","09:30","300819.SZA","聚杰微纤","买入","7900","47","371300.032","111.39"
"","09:30","300333.SZA","兆日科技","买入","29400","12.58","369852.008","110.96"
"","09:30","300469.SZA","信息发展","买入","21200","17.19","364428.031","109.33"
"","09:30","300269.SZA","联建光电","买入","57500","6.44","370300.043","111.09"
"","09:30","300700.SZA","岱勒新材","买入","14500","25.56","370620.017","111.19"
"","15:00","300623.SZA","捷捷微电","卖出","9800","41.63","-407974.007","530.37"
"","15:00","300217.SZA","东方电热","卖出","86200","4.95","-426689.968","554.7"
"","15:00","300228.SZA","富瑞特装","卖出","48100","8.48","-407888.011","530.25"
"","15:00","300377.SZA","赢时胜","卖出","31100","12.66","-393725.988","511.84"
"","15:00","300719.SZA","安达维尔","卖出","15300","24.85","-380204.988","494.27"
"2020-11-02","09:30","300623.SZA","捷捷微电","买入","9800","41","401800.005","120.54"
"","09:30","300217.SZA","东方电热","买入","86200","4.64","399968.005","119.99"
"","09:30","300228.SZA","富瑞特装","买入","48100","8.68","417508.023","125.25"
"","09:30","300377.SZA","赢时胜","买入","31100","13","404300.04","121.29"
"","09:30","300719.SZA","安达维尔","买入","15300","24.51","375003.014","112.5"
"","15:00","300722.SZA","新余国科","卖出","4800","74.48","-357504.01","464.76"
"","15:00","600559.SHA","老白干酒","卖出","29400","13.99","-411306.018","534.7"
"","15:00","300221.SZA","银禧科技","卖出","42100","8.3","-349429.999","454.26"
"","15:00","300568.SZA","星源材质","卖出","15000","25.54","-383099.962","498.03"
"","15:00","300578.SZA","会畅通讯","卖出","8800","44.26","-389487.959","506.33"
"2020-10-30","09:30","300722.SZA","新余国科","买入","4800","81.4","390720.011","117.22"
"","09:30","600559.SHA","老白干酒","买入","29400","13.18","387492.023","116.25"
"","09:30","300221.SZA","银禧科技","买入","42100","8.77","369217.024","110.77"
"","09:30","300568.SZA","星源材质","买入","15000","26.45","396750.028","119.03"
"","09:30","300578.SZA","会畅通讯","买入","8800","45.49","400312.034","120.09"
"","15:00","600486.SHA","扬农化工","卖出","4200","93.1","-391019.965","508.33"
"","15:00","300100.SZA","双林股份","卖出","25100","15.62","-392061.992","509.68"
"","15:00","300222.SZA","科大智能","卖出","28700","14.11","-404956.981","526.44"
"","15:00","300297.SZA","蓝盾股份","卖出","52000","8.12","-422239.993","548.91"
"","15:00","300510.SZA","金冠股份","卖出","58300","6.39","-372536.851","484.3"
"2020-10-29","09:30","600486.SHA","扬农化工","买入","4200","92.49","388458.036","116.54"
"","09:30","300100.SZA","双林股份","买入","25100","14.9","373989.999","112.2"
"","09:30","300222.SZA","科大智能","买入","28700","13.5","387449.984","116.23"
"","09:30","300297.SZA","蓝盾股份","买入","52000","7.19","373880.03","112.16"
"","09:30","300510.SZA","金冠股份","买入","58300","6.7","390610.089","117.18"
"","15:00","300805.SZA","电声股份","卖出","12600","29.06","-366155.959","476"
"","15:00","300581.SZA","晨曦航空","卖出","8700","43.35","-377144.981","490.29"
"","15:00","300444.SZA","双杰电气","卖出","44800","7.6","-340480.012","442.62"
"","15:00","300179.SZA","四方达","卖出","38900","10.1","-392889.97","510.76"
"","15:00","300411.SZA","金盾股份","卖出","25800","14.6","-376679.95","489.68"
"2020-10-28","09:30","300805.SZA","电声股份","买入","12600","30.66","386316","115.89"
"","09:30","300581.SZA","晨曦航空","买入","8700","43.67","379929.02","113.98"
"","09:30","300444.SZA","双杰电气","买入","44800","8.21","367808.005","110.34"
"","09:30","300179.SZA","四方达","买入","38900","9.78","380441.995","114.13"
"","09:30","300411.SZA","金盾股份","买入","25800","14.58","376164.016","112.85"
"","15:00","300612.SZA","宣亚国际","卖出","12000","31.68","-380159.95","494.21"
"","15:00","300869.SZA","康泰医学","卖出","2400","156","-374399.996","486.72"
"","15:00","300086.SZA","康芝药业","卖出","50400","8.25","-415799.966","540.54"
"","15:00","300593.SZA","新雷能","卖出","15200","26.3","-399759.971","519.69"
"","15:00","300386.SZA","飞天诚信","卖出","14800","26.32","-389535.945","506.4"
"2020-10-27","09:30","300612.SZA","宣亚国际","买入","12000","33.49","401880.003","120.56"
"","09:30","300869.SZA","康泰医学","买入","2400","161","386400.002","115.92"
"","09:30","300086.SZA","康芝药业","买入","50400","8.3","418320.028","125.5"
"","09:30","300593.SZA","新雷能","买入","15200","27.11","412071.994","123.62"
"","09:30","300386.SZA","飞天诚信","买入","14800","27.3","404040.049","121.21"
"","15:00","300414.SZA","中光防雷","卖出","22300","18.75","-418124.987","543.56"
"","15:00","002074.SZA","国轩高科","卖出","14300","26.33","-376518.996","489.47"
"","15:00","300325.SZA","德威新材","卖出","99900","3.52","-351647.984","457.14"
"","15:00","300222.SZA","科大智能","卖出","28000","13.17","-368759.962","479.39"
"","15:00","300561.SZA","汇金科技","卖出","14500","26.06","-377869.973","491.23"
"2020-10-26","09:30","300414.SZA","中光防雷","买入","22300","16.75","373525.032","112.06"
"","09:30","002074.SZA","国轩高科","买入","14300","26","371799.975","111.54"
"","09:30","300325.SZA","德威新材","买入","99900","3.69","368631.082","110.59"
"","09:30","300222.SZA","科大智能","买入","28000","13.15","368199.997","110.46"
"","09:30","300561.SZA","汇金科技","买入","14500","25.61","371345.03","111.4"
"","15:00","300740.SZA","御家汇","卖出","17900","20.3","-363369.971","472.38"
"","15:00","600884.SHA","杉杉股份","卖出","34100","11.48","-391467.982","508.91"
"","15:00","300663.SZA","科蓝软件","卖出","12800","31.84","-407551.969","529.82"
"","15:00","300062.SZA","中能电气","卖出","27800","18.34","-509851.946","662.81"
"","15:00","300831.SZA","派瑞股份","卖出","16700","23.7","-395789.92","514.53"
"2020-10-23","09:30","300740.SZA","御家汇","买入","17900","21.8","390220.045","117.07"
"","09:30","600884.SHA","杉杉股份","买入","34100","11.75","400675.013","120.2"
"","09:30","300663.SZA","科蓝软件","买入","12800","31.38","401664.047","120.5"
"","09:30","300062.SZA","中能电气","买入","27800","14.2","394759.998","118.43"
"","09:30","300831.SZA","派瑞股份","买入","16700","24.1","402470.061","120.74"
"","15:00","002291.SZA","星期六","卖出","15500","21.34","-330769.993","430"
"","15:00","002759.SZA","天际股份","卖出","24100","14.7","-354269.946","460.55"
"","15:00","300131.SZA","英唐智控","卖出","45300","10.07","-456170.985","593.02"
"","15:00","300453.SZA","三鑫医疗","卖出","19100","18.28","-349147.984","453.89"
"","15:00","300485.SZA","赛升药业","卖出","17400","19.35","-336689.937","437.7"
"2020-10-22","09:30","002291.SZA","星期六","买入","15500","24.21","375255.031","112.58"
"","09:30","002759.SZA","天际股份","买入","24100","15.6","375960.059","112.79"
"","09:30","300131.SZA","英唐智控","买入","45300","8.67","392751.005","117.83"
"","09:30","300453.SZA","三鑫医疗","买入","19100","19.12","365191.995","109.56"
"","09:30","300485.SZA","赛升药业","买入","17400","21","365400.021","109.62"
"","15:00","300519.SZA","新光药业","卖出","15700","27.75","-435674.949","566.38"
"","15:00","300547.SZA","川环科技","卖出","27900","13.76","-383903.97","499.08"
"","15:00","300556.SZA","丝路视觉","卖出","15800","25.54","-403531.895","524.59"
"","15:00","300629.SZA","新劲刚","卖出","11800","34.28","-404503.947","525.86"
"","15:00","002524.SZA","光正眼科","卖出","33300","11.63","-387278.899","503.46"
"2020-10-21","09:30","300519.SZA","新光药业","买入","15700","26.98","423585.976","127.08"
"","09:30","300547.SZA","川环科技","买入","27900","14.61","407619.038","122.29"
"","09:30","300556.SZA","丝路视觉","买入","15800","27.38","432604.092","129.78"
"","09:30","300629.SZA","新劲刚","买入","11800","35.21","415478.01","124.64"
"","09:30","002524.SZA","光正眼科","买入","33300","13","432900.103","129.87"
"","15:00","300877.SZA","金春股份","卖出","5100","75.5","-385049.987","500.56"
"","15:00","002335.SZA","科华恒盛","卖出","17600","20.5","-360799.935","469.04"
"","15:00","300658.SZA","延江股份","卖出","9800","38.2","-374359.928","486.67"
"","15:00","300087.SZA","荃银高科","卖出","17100","22.08","-377567.986","490.84"
"","15:00","300008.SZA","天海防务","卖出","40800","8.78","-358223.984","465.69"
"2020-10-20","09:30","300877.SZA","金春股份","买入","5100","71.09","362558.995","108.77"
"","09:30","002335.SZA","科华恒盛","买入","17600","21.27","374352.032","112.31"
